year,block ,plot ,management_trt,herbivory_trt,bison_pasture,live,unknown,code,cover,taxon,provenance,life_cycle,type,notes 
2024,22,64,control,XX,yes,0,0,BARE,1,,,,,
2024,22,64,control,XX,yes,1,0,BROINE,75,Bromus inermis ,introduced,perennial ,grass,
2024,22,64,control,XX,yes,1,0,CIRARV,0.2,Cirsium arvense,introduced,perennial ,forb,
2024,22,64,control,XX,yes,0,0,LITTER,99,,,,,
2024,22,64,control,XX,yes,1,0,DACGLO,8,Dactylis glomerata,introduced,perennial ,grass,
2024,22,64,control,XX,yes,1,0,CONARV,0.3,Convolvulus arvensis ,introduced,perennial ,forb,
2024,22,64,control,XX,yes,1,0,POAPRA,15,Poa pratensis ,introduced,perennial ,grass,
2024,22,64,control,XX,yes,1,0,FESARU,8,Festuca arundinacea,introduced,perennial ,grass,
2024,17,51,herbicide,SB,yes,0,0,BARE,85,,,,,
2024,17,51,herbicide,SB,yes,1,0,TRIPRA,30,Trifolium pratense,introduced,biennial ,legume,
2024,17,51,herbicide,SB,yes,1,0,BROINE,18,Bromus inermis ,introduced,perennial ,grass,
2024,17,51,herbicide,SB,yes,1,0,RATPIN,0.1,Ratibida pinnata ,native,perennial ,forb,
2024,17,51,herbicide,SB,yes,0,0,LITTER,15,,,,,
2024,17,51,herbicide,SB,yes,1,0,SYMLAE,12,Symphyotrichum laeve ,native,perennial ,forb,
2024,17,51,herbicide,SB,yes,1,0,SINARV,0.1,Sinapis arvensis ,introduced,annual ,forb,wild mustard
2024,17,51,herbicide,SB,yes,1,0,DAUCAR,17,Daucus carota,introduced,biennial ,forb,
2024,17,51,herbicide,SB,yes,1,0,POAPRA,10,Poa pratensis ,introduced,perennial ,grass,
2024,17,51,herbicide,SB,yes,1,0,CONARV,1,Convolvulus arvensis ,introduced,perennial ,forb,
2024,17,50,herbicide,SX,yes,0,0,BARE,90,,,,,
2024,17,50,herbicide,SX,yes,1,0,TRIPRA,25,Trifolium pratense,introduced,biennial ,legume,
2024,17,50,herbicide,SX,yes,1,0,DIPLAC,70,Dipsacus laciniatus,introduced,perennial ,forb,cutleaf teasel 
2024,17,50,herbicide,SX,yes,1,1, UK Forb 16,2,unknown forb,,,forb,UK16
2024,17,50,herbicide,SX,yes,0,0,LITTER,10,,,,,
2024,17,50,herbicide,SX,yes,1,0,CONCAN,16,Conyza canadensis,native,annual ,forb,
2024,17,50,herbicide,SX,yes,1,0,SOLCAN,1,Solidago canadensis ,native,perennial ,forb,
2024,17,50,herbicide,SX,yes,1,0,RATPIN,1,Ratibida pinnata ,native,perennial ,forb,
2024,17,50,herbicide,SX,yes,1,0,CONARV,3,Convolvulus arvensis ,introduced,perennial ,forb,
2024,17,50,herbicide,SX,yes,1,0,POAPRA,38,Poa pratensis ,introduced,perennial ,grass,
2024,17,50,herbicide,SX,yes,1,0,TAROFF,2,Taraxacum officnale ,introduced,perennial ,forb,
2024,17,50,herbicide,SX,yes,1,0,FESARU,6,Festuca arundinacea,introduced,perennial ,grass,
2024,17,49,herbicide,XX,yes,0,0,BARE,85,,,,,
2024,17,49,herbicide,XX,yes,1,0,DIPLAC,1,Dipsacus laciniatus,introduced,perennial ,forb,cutleaf teasel 
2024,17,49,herbicide,XX,yes,1,0,TRIPRA,6,Trifolium pratense,introduced,biennial ,legume,
2024,17,49,herbicide,XX,yes,1,0,DAUCAR,30,Daucus carota,introduced,biennial ,forb,
2024,17,49,herbicide,XX,yes,1,0,RATPIN,0.2,Ratibida pinnata ,native,perennial ,forb,
2024,17,49,herbicide,XX,yes,0,0,LITTER,15,,,,,
2024,17,49,herbicide,XX,yes,1,0,PHLPRA,12,Phleum pratense,introduced,perennial ,grass,
2024,17,49,herbicide,XX,yes,1,0,CONARV,2,Convolvulus arvensis ,introduced,perennial ,forb,
2024,17,49,herbicide,XX,yes,1,0,VERURT,1,Verbena urticifolia ,native,perennial ,forb,
2024,17,49,herbicide,XX,yes,1,0,RUDHIR,0.1,Rudbeckia hirta ,native,perennial ,forb,
2024,17,49,herbicide,XX,yes,1,0,ERIANN,55,Erigeron annuus ,native,annual ,forb,
2024,17,49,herbicide,XX,yes,1,0,BROINE,8,Bromus inermis ,introduced,perennial ,grass,
2024,17,49,herbicide,XX,yes,1,0,POAPRA,,Poa pratensis ,introduced,perennial ,grass,
2024,17,49,herbicide,XX,yes,1,0,CIRDIS,3,Cirsium discolor,native,biennial ,forb,
2024,NA,76,fire,,no,0,0,BARE,95,,,,,
2024,NA,76,fire,,no,1,0,MONFIS,26,Mondarda fistulosa ,native,perennial ,legume,
2024,NA,76,fire,,no,1,0,BROINE,15,Bromus inermis ,introduced,perennial ,grass,
2024,NA,76,fire,,no,0,0,LITTER,5,,,,,
2024,NA,76,fire,,no,1,0,PHLPRA,16,Phleum pratense,introduced,perennial ,grass,
2024,NA,76,fire,,no,1,0,POAPRA,17,Poa pratensis ,introduced,perennial ,grass,
2024,NA,76,fire,,no,1,1,UK Forb 24,0.3,unknown forb,,,forb,UK24
2024,NA,76,fire,,no,1,0,SOLCAN,57,Solidago canadensis ,native,perennial ,forb,
2024,NA,76,fire,,no,1,0,TRIPRA,10,Trifolium pratense,introduced,biennial ,legume,
2024,NA,76,fire,,no,1,0,DACGLO,8,Dactylis glomerata,introduced,perennial ,grass,
2024,NA,80,mow,,no,0,0,BARE,1,,,,,
2024,NA,80,mow,,no,1,0,BROINE,60,Bromus inermis ,introduced,perennial ,grass,
2024,NA,80,mow,,no,1,0,TRIPRA,5,Trifolium pratense,introduced,biennial ,legume,
2024,NA,80,mow,,no,1,0,PHLPRA,7,Phleum pratense,introduced,perennial ,grass,
2024,NA,80,mow,,no,0,0,LITTER,99,,,,,
2024,NA,80,mow,,no,1,0,FESARU,28,Festuca arundinacea,introduced,perennial ,grass,
2024,NA,80,mow,,no,1,0,DAUCAR,0.5,Daucus carota,introduced,biennial ,forb,
2024,NA,80,mow,,no,1,0,DACGLO,4,Dactylis glomerata,introduced,perennial ,grass,
2024,NA,80,mow,,no,1,0,CONARV,7,Convolvulus arvensis ,introduced,perennial ,forb,
2024,NA,80,mow,,no,1,0,MONFIS,1,Mondarda fistulosa ,native,perennial ,legume,
2024,NA,80,mow,,no,1,0,SOLCAR,1,Solanum carolinense,native,perennial ,forb,
2024,NA,80,mow,,no,1,0,POAPRA,42,Poa pratensis ,introduced,perennial ,grass,
2024,NA,79,mow,,no,1,0,SOLCAN,26,Solidago canadensis ,native,perennial ,forb,
2024,NA,79,mow,,no,1,0,PASSAT,32,Pastinaca sativa ,introduced,biennial ,forb,
2024,NA,79,mow,,no,1,0,SOLCAR,2,Solanum carolinense,native,perennial ,forb,
2024,NA,79,mow,,no,0,0,BARE,6,,,,,
2024,NA,79,mow,,no,1,0,BROINE,32,Bromus inermis ,introduced,perennial ,grass,
2024,NA,79,mow,,no,1,0,DACGLO,12,Dactylis glomerata,introduced,perennial ,grass,
2024,NA,79,mow,,no,1,0,FESARU,21,Festuca arundinacea,introduced,perennial ,grass,
2024,NA,79,mow,,no,1,0,CONARV,3,Convolvulus arvensis ,introduced,perennial ,forb,
2024,NA,79,mow,,no,0,0,LITTER,94,,,,,
2024,NA,79,mow,,no,1,0,MONFIS,3,Mondarda fistulosa ,native,perennial ,legume,
2024,NA,79,mow,,no,1,0,POAPRA,35,Poa pratensis ,introduced,perennial ,grass,
2024,NA,79,mow,,no,1,0,PHLPRA,5,Phleum pratense,introduced,perennial ,grass,
2024,NA,79,mow,,no,1,0,TRIPRA,4,Trifolium pratense,introduced,biennial ,legume,
2024,NA,78,mow,,no,0,0,BARE,3,,,,,
2024,NA,78,mow,,no,1,0,DACGLO,32,Dactylis glomerata,introduced,perennial ,grass,
2024,NA,78,mow,,no,1,0,POAPRA,35,Poa pratensis ,introduced,perennial ,grass,
2024,NA,78,mow,,no,1,0,CONARV,10,Convolvulus arvensis ,introduced,perennial ,forb,
2024,NA,78,mow,,no,1,0,DAUCAR,1,Daucus carota,introduced,biennial ,forb,
2024,NA,78,mow,,no,0,0,LITTER,97,,,,,
2024,NA,78,mow,,no,1,0,BROINE,45,Bromus inermis ,introduced,perennial ,grass,
2024,NA,78,mow,,no,1,0,FESARU,15,Festuca arundinacea,introduced,perennial ,grass,
2024,NA,78,mow,,no,1,0,TAROFF,1,Taraxacum officnale ,introduced,perennial ,forb,
2024,NA,78,mow,,no,1,0,MEDLUP,2,Medicago lupulina ,introduced,perennial ,legume,
2024,NA,78,mow,,no,1,0,TRIPRA,12,Trifolium pratense,introduced,biennial ,legume,
2024,NA,78,mow,,no,1,0,PASSAT,5,Pastinaca sativa ,introduced,biennial ,forb,
2024,NA,78,mow,,no,1,0,MONFIS,2,Mondarda fistulosa ,native,perennial ,legume,
2024,NA,77,mow,,no,0,0,BARE,10,,,,,
2024,NA,77,mow,,no,1,0,BROINE,12,Bromus inermis ,introduced,perennial ,grass,
2024,NA,77,mow,,no,1,0,POAPRA,60,Poa pratensis ,introduced,perennial ,grass,
2024,NA,77,mow,,no,1,1,UK Forb 25,3,unknown forb,,,forb,UK25
2024,NA,77,mow,,no,1,1, UK Forb 26,0.5,unknown forb,,,forb,UK26 
2024,NA,77,mow,,no,0,0,LITTER,90,,,,,
2024,NA,77,mow,,no,1,0,PASSAT,14,Pastinaca sativa ,introduced,biennial ,forb,
2024,NA,77,mow,,no,1,0,TRIPRA,7,Trifolium pratense,introduced,biennial ,legume,
2024,NA,77,mow,,no,1,0,DAUCAR,1,Daucus carota,introduced,biennial ,forb,
2024,NA,77,mow,,no,1,0,TRIPRA,,Trifolium pratense,introduced,biennial ,legume,
2024,NA,77,mow,,no,1,0,SOLCAN,41,Solidago canadensis ,native,perennial ,forb,
2024,NA,77,mow,,no,1,0,FESARU,3,Festuca arundinacea,introduced,perennial ,grass,
2024,NA,77,mow,,no,1,0,ACHMIL,1,Achillea millefolium,native,perennial ,forb,
2024,21,63,control,SB,yes,0,0,BARE,5,,,,,
2024,21,63,control,SB,yes,1,0,LOTCOR,15,Lotus corniculatus ,introduced,perennial ,legume,
2024,21,63,control,SB,yes,1,0,DAUCAR,1,Daucus carota,introduced,biennial ,forb,
2024,21,63,control,SB,yes,1,0,FESARU,45,Festuca arundinacea,introduced,perennial ,grass,
2024,21,63,control,SB,yes,1,0,PHLPRA,3,Phleum pratense,introduced,perennial ,grass,
2024,21,63,control,SB,yes,0,0,LITTER,95,,,,,
2024,21,63,control,SB,yes,1,0,BROINE,55,Bromus inermis ,introduced,perennial ,grass,
2024,21,63,control,SB,yes,1,0,CIRDIS,5,Cirsium discolor,native,biennial ,forb,
2024,21,63,control,SB,yes,1,0,POAPRA,28,Poa pratensis ,introduced,perennial ,grass,
2024,21,63,control,SB,yes,1,0,CONARV,2,Convolvulus arvensis ,introduced,perennial ,forb,
2024,21,63,control,SB,yes,1,0,TRIPRA,1,Trifolium pratense,introduced,biennial ,legume,
2024,21,63,control,SB,yes,1,0,AMBART,1,Ambrosia artemisiifolia,native,annual ,forb,
2024,21,62,control,SX,yes,0,0,BARE,1,,,,,
2024,21,62,control,SX,yes,1,0,BROINE,27,Bromus inermis ,introduced,perennial ,grass,
2024,21,62,control,SX,yes,1,0,PHLPRA,9,Phleum pratense,introduced,perennial ,grass,
2024,21,62,control,SX,yes,1,0,LOTCOR,2,Lotus corniculatus ,introduced,perennial ,legume,
2024,21,62,control,SX,yes,0,0,LITTER,99,,,,,
2024,21,62,control,SX,yes,1,0,POAPRA,52,Poa pratensis ,introduced,perennial ,grass,
2024,21,62,control,SX,yes,1,0,CIRDIS,18,Cirsium discolor,native,biennial ,forb,
2024,21,62,control,SX,yes,1,0,SOLCAR,4,Solanum carolinense,native,perennial ,forb,
2024,21,62,control,SX,yes,1,0,FESARU,28,Festuca arundinacea,introduced,perennial ,grass,
2024,21,62,control,SX,yes,1,0,CONARV,1,Convolvulus arvensis ,introduced,perennial ,forb,
2024,21,61,control,XX,yes,0,0,BARE,1,,,,,
2024,21,61,control,XX,yes,1,0,CIRDIS,12,Cirsium discolor,native,biennial ,forb,
2024,21,61,control,XX,yes,1,0,SOLCAR,2,Solanum carolinense,native,perennial ,forb,
2024,21,61,control,XX,yes,1,0,AMBART,1,Ambrosia artemisiifolia,native,annual ,forb,
2024,21,61,control,XX,yes,0,0,LITTER,99,,,,,
2024,21,61,control,XX,yes,1,0,ASCSYR,2,Asclepias syriaca,native,perennial ,forb,
2024,21,61,control,XX,yes,1,0,LOTCOR,50,Lotus corniculatus ,introduced,perennial ,legume,
2024,21,61,control,XX,yes,1,0,CONARV,1,Convolvulus arvensis ,introduced,perennial ,forb,
2024,21,61,control,XX,yes,1,0,FESARU,60,Festuca arundinacea,introduced,perennial ,grass,
2024,21,61,control,XX,yes,1,0,BROINE,5,Bromus inermis ,introduced,perennial ,grass,
2024,21,61,control,XX,yes,1,0,POAPRA,30,Poa pratensis ,introduced,perennial ,grass,
2024,21,61,control,XX,yes,1,0,CIRARV,1,Cirsium arvense,introduced,perennial ,forb,
2024,23,69,control,SB,yes,0,0,BARE,3,,,,,
2024,23,69,control,SB,yes,1,0,AMBTRI,1,Ambrosia trifida ,native,annual ,forb,
2024,23,69,control,SB,yes,1,0,BROINE,16,Bromus inermis ,introduced,perennial ,grass,
2024,23,69,control,SB,yes,0,0,LITTER,97,,,,,
2024,23,69,control,SB,yes,1,0,DAUCAR,15,Daucus carota,introduced,biennial ,forb,
2024,23,69,control,SB,yes,1,0,SOLCAN,9,Solidago canadensis ,native,perennial ,forb,
2024,23,69,control,SB,yes,1,0,POAPRA,80,Poa pratensis ,introduced,perennial ,grass,
2024,23,69,control,SB,yes,1,0,TRIPRA,14,Trifolium pratense,introduced,biennial ,legume,
2024,23,69,control,SB,yes,1,0,FESARU,31,Festuca arundinacea,introduced,perennial ,grass,
2024,23,68,control,SX,yes,0,0,BARE,20,,,,,
2024,23,68,control,SX,yes,1,0,SOLCAN,90,Solidago canadensis ,native,perennial ,forb,
2024,23,68,control,SX,yes,1,0,BROINE,5,Bromus inermis ,introduced,perennial ,grass,
2024,23,68,control,SX,yes,0,0,LITTER,80,,,,,
2024,23,68,control,SX,yes,1,0,DAUCAR,3,Daucus carota,introduced,biennial ,forb,
2024,23,68,control,SX,yes,1,0,POAPRA,38,Poa pratensis ,introduced,perennial ,grass,
2024,23,68,control,SX,yes,1,0,FESARU,15,Festuca arundinacea,introduced,perennial ,grass,
2024,23,67,control,XX,yes,0,0,BARE,1,,,,,
2024,23,67,control,XX,yes,1,0,FESARU,90,Festuca arundinacea,introduced,perennial ,grass,
2024,23,67,control,XX,yes,0,0,LITTER,99,,,,,
2024,23,67,control,XX,yes,1,0,POAPRA,20,Poa pratensis ,introduced,perennial ,grass,
2024,23,67,control,XX,yes,1,0,AMBTRI,1,Ambrosia trifida ,native,annual ,forb,
2024,11,33,mow,SB,yes,0,0,BARE,28,,,,,
2024,11,33,mow,SB,yes,1,0,TRIPRA,22,Trifolium pratense,introduced,biennial ,legume,
2024,11,33,mow,SB,yes,1,0,BROINE,48,Bromus inermis ,introduced,perennial ,grass,
2024,11,33,mow,SB,yes,1,0,FESARU,32,Festuca arundinacea,introduced,perennial ,grass,
2024,11,33,mow,SB,yes,0,0,LITTER,72,,,,,
2024,11,33,mow,SB,yes,1,0,SOLCAN,5,Solidago canadensis ,native,perennial ,forb,
2024,11,33,mow,SB,yes,1,0,AMBART,1,Ambrosia artemisiifolia,native,annual ,forb,
2024,11,33,mow,SB,yes,1,1,UK Forb 27,1,unknown forb,,,forb,UK27
2024,11,33,mow,SB,yes,1,0,SOLCAR,2,Solanum carolinense,native,perennial ,forb,
2024,11,33,mow,SB,yes,1,0,POAPRA,25,Poa pratensis ,introduced,perennial ,grass,
2024,11,33,mow,SB,yes,1,0,DAUCAR,2,Daucus carota,introduced,biennial ,forb,
2024,11,32,mow,SX,yes,0,0,BARE,15,,,,,
2024,11,32,mow,SX,yes,1,0,SOLCAN,15,Solidago canadensis ,native,perennial ,forb,
2024,11,32,mow,SX,yes,1,0,PHLPRA,6,Phleum pratense,introduced,perennial ,grass,
2024,11,32,mow,SX,yes,1,0,POAPRA,60,Poa pratensis ,introduced,perennial ,grass,
2024,11,32,mow,SX,yes,1,0,DACGLO,4,Dactylis glomerata,introduced,perennial ,grass,
2024,11,32,mow,SX,yes,0,0,LITTER,85,,,,,
2024,11,32,mow,SX,yes,1,0,MONFIS,5,Mondarda fistulosa ,native,perennial ,legume,
2024,11,32,mow,SX,yes,1,0,ASCSYR,0.6,Asclepias syriaca,native,perennial ,forb,
2024,11,32,mow,SX,yes,1,0,RATPIN,0.1,Ratibida pinnata ,native,perennial ,forb,
2024,11,32,mow,SX,yes,1,0,MEDSAT,25,Medicago sativa,introduced,perennial ,legume,
2024,11,32,mow,SX,yes,1,0,BROINE,56,Bromus inermis ,introduced,perennial ,grass,
2024,11,32,mow,SX,yes,1,0,AGRHYE,2,Agrostis hyemalis,native,perennial ,grass,
2024,11,32,mow,SX,yes,1,0,DAUCAR,0.5,Daucus carota,introduced,biennial ,forb,
2024,11,31,mow,XX,yes,0,0,BARE,10,,,,,
2024,11,31,mow,XX,yes,1,0,BROINE,42,Bromus inermis ,introduced,perennial ,grass,
2024,11,31,mow,XX,yes,1,0,PASSAT,7,Pastinaca sativa ,introduced,biennial ,forb,
2024,11,31,mow,XX,yes,1,0,MONFIS,1,Mondarda fistulosa ,native,perennial ,legume,
2024,11,31,mow,XX,yes,1,0,DAUCAR,1,Daucus carota,introduced,biennial ,forb,
2024,11,31,mow,XX,yes,1,0,FESARU,26,Festuca arundinacea,introduced,perennial ,grass,
2024,11,31,mow,XX,yes,0,0,LITTER,90,,,,,
2024,11,31,mow,XX,yes,1,0,DACGLO,6,Dactylis glomerata,introduced,perennial ,grass,
2024,11,31,mow,XX,yes,1,0,CONARV,2,Convolvulus arvensis ,introduced,perennial ,forb,
2024,11,31,mow,XX,yes,1,0,SYMLAE,3,Symphyotrichum laeve ,native,perennial ,forb,
2024,11,31,mow,XX,yes,1,0,SOLCAR,2,Solanum carolinense,native,perennial ,forb,
2024,11,31,mow,XX,yes,1,0,MEDSAT,5,Medicago sativa,introduced,perennial ,legume,
2024,11,31,mow,XX,yes,1,0,POAPRA,45,Poa pratensis ,introduced,perennial ,grass,
2024,11,31,mow,XX,yes,1,0,TRIPRA,2,Trifolium pratense,introduced,biennial ,legume,
2024,11,31,mow,XX,yes,1,0,AGRHYE,7,Agrostis hyemalis,native,perennial ,grass,
2024,11,31,mow,XX,yes,1,1,UK Forb 27,1,unknown forb,,,forb,UK27
2024,NA,84,herbicide,,no,0,0,BARE,95,,,,,
2024,NA,84,herbicide,,no,1,0,SYMPIL,70,Symphyotrcchum pilosum ,native,perennial ,forb,
2024,NA,84,herbicide,,no,1,0,VERURT,1,Verbena urticifolia ,native,perennial ,forb,
2024,NA,84,herbicide,,no,1,1,UK Forb 30,1,unknown forb,,,forb,UK30
2024,NA,84,herbicide,,no,1,0,FESARU,2,Festuca arundinacea,introduced,perennial ,grass,
2024,NA,84,herbicide,,no,1,0,OENBIN,3,Oenothera biennis,native,biennial ,forb,
2024,NA,84,herbicide,,no,0,0,LITTER,5,,,,,
2024,NA,84,herbicide,,no,1,0,DIPLAC,45,Dipsacus laciniatus,introduced,perennial ,forb,cutleaf teasel 
2024,NA,84,herbicide,,no,1,1,UK Forb 29,1,unknown forb,,,forb,UK29
2024,NA,84,herbicide,,no,1,0,SOLCAN,1,Solidago canadensis ,native,perennial ,forb,
2024,NA,84,herbicide,,no,1,1,UK Grass 2,0.5,unknown grass,,,grass,UKG2
2024,NA,84,herbicide,,no,1,0,TRIPRA,8,Trifolium pratense,introduced,biennial ,legume,
2024,NA,84,herbicide,,no,1,0,DAUCAR,1,Daucus carota,introduced,biennial ,forb,
2024,NA,84,herbicide,,no,1,0,RATPIN,0.3,Ratibida pinnata ,native,perennial ,forb,
2024,NA,84,herbicide,,no,1,0,POAPRA,4,Poa pratensis ,introduced,perennial ,grass,
2024,NA,83,herbicide,,no,0,0,BARE,70,,,,,
2024,NA,83,herbicide,,no,1,0,EUPALT,2,Eupatorium altissimum ,native,perennial ,forb,
2024,NA,83,herbicide,,no,1,0,TRIPRA,6,Trifolium pratense,introduced,biennial ,legume,
2024,NA,83,herbicide,,no,1,0,PHLPRA,14,Phleum pratense,introduced,perennial ,grass,
2024,NA,83,herbicide,,no,1,0,FESARU,2,Festuca arundinacea,introduced,perennial ,grass,
2024,NA,83,herbicide,,no,0,0,LITTER,30,,,,,
2024,NA,83,herbicide,,no,1,0,MONFIS,1,Mondarda fistulosa ,native,perennial ,legume,
2024,NA,83,herbicide,,no,1,0,VERURT,3,Verbena urticifolia ,native,perennial ,forb,
2024,NA,83,herbicide,,no,1,0,POAPRA,8,Poa pratensis ,introduced,perennial ,grass,
2024,NA,83,herbicide,,no,1,0,DIPLAC,45,Dipsacus laciniatus,introduced,perennial ,forb,cutleaf teasel 
2024,NA,83,herbicide,,no,1,0,SYMPIL,,Symphyotrcchum pilosum ,native,perennial ,forb,
2024,NA,83,herbicide,,no,1,0,DAUCAR,2,Daucus carota,introduced,biennial ,forb,
2024,NA,83,herbicide,,no,1,1, UK Forb 30,0.2,unknown forb,,,forb,Uk30
2024,NA,83,herbicide,,no,1,1,UK Forb 31,0.3,unknown forb,,,forb,UK31
2024,NA,82,herbicide,,no,0,0,BARE,85,,,,,
2024,NA,82,herbicide,,no,1,0,TRIPRA,18,Trifolium pratense,introduced,biennial ,legume,
2024,NA,82,herbicide,,no,1,0,SYMPIL,28,Symphyotrcchum pilosum ,native,perennial ,forb,
2024,NA,82,herbicide,,no,1,0,PHLPRA,7,Phleum pratense,introduced,perennial ,grass,
2024,NA,82,herbicide,,no,1,0,SOLCAN,1,Solidago canadensis ,native,perennial ,forb,
2024,NA,82,herbicide,,no,0,0,LITTER,15,,,,,
2024,NA,82,herbicide,,no,1,0,POAPRA,8,Poa pratensis ,introduced,perennial ,grass,
2024,NA,82,herbicide,,no,1,0,RATPIN,1,Ratibida pinnata ,native,perennial ,forb,
2024,NA,82,herbicide,,no,1,1,UK Forb 31,1,unknown forb,,,forb,UK31
2024,NA,82,herbicide,,no,1,0,AMBART,15,Ambrosia artemisiifolia,native,annual ,forb,
2024,NA,82,herbicide,,no,1,1,UK Forb 29,1,unknown forb,,,forb,UK29
2024,NA,82,herbicide,,no,1,0,ERIANN,0.5,Erigeron annuus ,native,annual ,forb,
2024,NA,81,herbicide,,no,0,0,BARE,98,,,,,
2024,NA,81,herbicide,,no,1,0,TRIPRA,15,Trifolium pratense,introduced,biennial ,legume,
2024,NA,81,herbicide,,no,1,0,POAPRA,6,Poa pratensis ,introduced,perennial ,grass,
2024,NA,81,herbicide,,no,0,0,LITTER,2,,,,,
2024,NA,81,herbicide,,no,1,0,EUPALT,1,Eupatorium altissimum ,native,perennial ,forb,
2024,NA,81,herbicide,,no,1,0,RATPIN,1,Ratibida pinnata ,native,perennial ,forb,
2024,NA,81,herbicide,,no,1,0,SYMPIL,70,Symphyotrcchum pilosum ,native,perennial ,forb,
2024,NA,81,herbicide,,no,1,1,UK Forb 30,1,unknown forb,,,forb,Uk30
2024,NA,81,herbicide,,no,1,0,SOLCAR,1,Solanum carolinense,native,perennial ,forb,
2024,NA,75,fire,,no,0,0,BARE,32,,,,,
2024,NA,75,fire,,no,1,0,BROINE,22,Bromus inermis ,introduced,perennial ,grass,
2024,NA,75,fire,,no,1,0,PHLPRA,4,Phleum pratense,introduced,perennial ,grass,
2024,NA,75,fire,,no,1,0,PASSAT,0.5,Pastinaca sativa ,introduced,biennial ,forb,
2024,NA,75,fire,,no,0,0,LITTER,68,,,,,
2024,NA,75,fire,,no,1,0,FESARU,15,Festuca arundinacea,introduced,perennial ,grass,
2024,NA,75,fire,,no,1,0,MONFIS,12,Mondarda fistulosa ,native,perennial ,legume,
2024,NA,75,fire,,no,1,0,POAPRA,20,Poa pratensis ,introduced,perennial ,grass,
2024,NA,75,fire,,no,1,0,SOLCAN,65,Solidago canadensis ,native,perennial ,forb,
2024,NA,75,fire,,no,1,0,SYMNOV,15,Symphyotrichum novae angliae ,native,perennial ,forb,
2024,NA,75,fire,,no,1,0,CONARV,2,Convolvulus arvensis ,introduced,perennial ,forb,
2024,NA,74,fire,,no,0,0,BARE,30,,,,,
2024,NA,74,fire,,no,1,0,PRUNUS,5,Prunus spp,native,perennial ,woody,possible wild plum or chicksaw plum 
2024,NA,74,fire,,no,1,0,FESARU,35,Festuca arundinacea,introduced,perennial ,grass,
2024,NA,74,fire,,no,1,0,TRIPRA,2,Trifolium pratense,introduced,biennial ,legume,
2024,NA,74,fire,,no,0,0,LITTER,70,,,,,
2024,NA,74,fire,,no,1,0,BROINE,38,Bromus inermis ,introduced,perennial ,grass,
2024,NA,74,fire,,no,1,0,APOCAN,3,Apocynum cannabinum ,native,perennial ,forb,
2024,NA,74,fire,,no,1,0,ASCSYR,5,Asclepias syriaca,native,perennial ,forb,
2024,NA,74,fire,,no,1,0,SOLCAN,45,Solidago canadensis ,native,perennial ,forb,
2024,NA,74,fire,,no,1,0,POAPRA,42,Poa pratensis ,introduced,perennial ,grass,
2024,NA,74,fire,,no,1,0,AGRHYE,5,Agrostis hyemalis,native,perennial ,grass,
2024,NA,74,fire,,no,1,0,PASSAT,0.5,Pastinaca sativa ,introduced,biennial ,forb,
2024,NA,73,fire,,no,0,0,BARE,2,,,,,
2024,NA,73,fire,,no,1,0,SOLCAN,41,Solidago canadensis ,native,perennial ,forb,
2024,NA,73,fire,,no,1,0,PHLPRA,11,Phleum pratense,introduced,perennial ,grass,
2024,NA,73,fire,,no,1,0,CONARV,1,Convolvulus arvensis ,introduced,perennial ,forb,
2024,NA,73,fire,,no,0,0,LITTER,98,,,,,
2024,NA,73,fire,,no,1,0,POAPRA,25,Poa pratensis ,introduced,perennial ,grass,
2024,NA,73,fire,,no,1,0,FESARU,55,Festuca arundinacea,introduced,perennial ,grass,
2024,NA,73,fire,,no,1,0,PASSAT,3,Pastinaca sativa ,introduced,biennial ,forb,
2024,NA,73,fire,,no,1,0,BROINE,37,Bromus inermis ,introduced,perennial ,grass,
2024,NA,73,fire,,no,1,0,TRIPRA,7,Trifolium pratense,introduced,biennial ,legume,
2024,NA,88,control,,no,0,0,BARE,3,,,,,
2024,NA,88,control,,no,1,0,BROINE,10,Bromus inermis ,introduced,perennial ,grass,
2024,NA,88,control,,no,0,0,LITTER,97,,,,,
2024,NA,88,control,,no,1,0,FESARU,18,Festuca arundinacea,introduced,perennial ,grass,
2024,NA,88,control,,no,1,0,SOLCAN,75,Solidago canadensis ,native,perennial ,forb,
2024,NA,88,control,,no,1,0,PASSAT,1,Pastinaca sativa ,introduced,biennial ,forb,
2024,NA,88,control,,no,1,0,POAPRA,15,Poa pratensis ,introduced,perennial ,grass,
2024,NA,88,control,,no,1,0,SYMLAE,1,Symphyotrichum laeve ,native,perennial ,forb,
2024,NA,87,control,,no,0,0,BARE,4,,,,,
2024,NA,87,control,,no,1,0,POAPRA,60,Poa pratensis ,introduced,perennial ,grass,
2024,NA,87,control,,no,1,0,FESARU,3,Festuca arundinacea,introduced,perennial ,grass,
2024,NA,87,control,,no,0,0,LITTER,96,,,,,
2024,NA,87,control,,no,1,0,BROINE,4,Bromus inermis ,introduced,perennial ,grass,
2024,NA,87,control,,no,1,0,PASSAT,2,Pastinaca sativa ,introduced,biennial ,forb,
2024,NA,87,control,,no,1,0,SOLCAN,38,Solidago canadensis ,native,perennial ,forb,
2024,NA,87,control,,no,1,0,CONARV,2,Convolvulus arvensis ,introduced,perennial ,forb,
2024,NA,87,control,,no,1,0,LONMAC,20,Lonicera maackii,introduced,perennial ,woody,bush honeysuckle
2024,NA,86,control,,no,0,0,BARE,2,,,,,
